AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
Capital_Expenditures,0.7,0.2,0.2,0.2,0.0,0.0,0.0,,0.1
Cash_from_Operations,16.7,-9.9,-9.0,-13.5,-6.0,-3.4,-5.3,-5.1,-4.8
Diluted_EPS,0.03,-0.334,-0.072,-0.169,0.77,-0.095,-0.036,-0.094,-0.239
Goodwill_Intangibles,,,,,0.0,1.8,4.8,6.5,8.2
LT_Debt,37.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,3.3,-29.7,-6.0,-13.8,62.1,-7.4,-2.7,-6.9,-17.4
Revenue,18.3,9.4,7.2,5.1,2.1,2.9,2.2,1.6,2.2
Shares_Diluted,109.8566,89.1347,83.6802,81.8016,80.6535,78.0021,73.8744,73.4808,73.1541
Total_Assets,168.8,209.8,102.9,102.2,114.9,45.8,47.8,50.6,54.3
Total_Liabilities,45.6,70.8,5.2,3.7,6.3,3.4,5.7,7.3,9.2
