AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,276.7,805.8,957.8,856.6,553.2,2496.9,2968.4,2395.1
Cash_from_Operations,194.8,756.0,1092.0,577.1,595.0,1051.4,1815.3,1744.7
Diluted_EPS,-103.109,-130.579,184.265,-674.574,,,104.577,604.9780000000002
Goodwill_Intangibles,,,,,,0.0,875.7,0.0
LT_Debt,373.1,2816.5,2792.3,2764.7,3535.3,5197.7,5602.4,2653.8
Net_Income,-3926.4,-241.2,342.5,-1237.6,-1339.1,-2219.2,64.8,365.5
Revenue,732.4,1572.2,2081.4,1481.4,1285.0,2092.5,3024.6,2666.5
Shares_Diluted,38.08,1.8469,1.8587,1.8347,1.274,0.9887,0.6197,0.6049
Total_Assets,2043.9,7636.7,7759.6,8403.0,9876.1,11389.1,13993.1,8833.5
Total_Liabilities,815.1,3611.8,3489.3,4483.9,4734.9,6638.5,8298.1,5004.9
