AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
Capital_Expenditures,2.2,10.5,7.8,2.4,2.3,2.5
Cash_from_Operations,-35.3,-23.1,-26.1,-32.2,-40.3,-36.8
Diluted_EPS,-2.558,-3.226,-2.909,-12.855,-3.25,-1.676
Goodwill_Intangibles,278.2,274.8,206.7,29.2,32.0,33.3
LT_Debt,226.5,180.9,169.0,48.2,18.8,9.6
Net_Income,-137.4,-153.2,-115.0,-240.9,-114.0,-58.8
Revenue,276.2,241.9,188.8,154.9,112.6,73.1
Shares_Diluted,53.722,47.495,39.541,18.741,35.0782,35.0782
Total_Assets,752.3,832.1,577.7,302.4,111.0,110.3
Total_Liabilities,327.3,310.0,301.6,101.7,75.9,48.2
