AAII_YR_DATA,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,6.7,14.8,17.3,18.7,6.5,4.7,8.5
Cash_from_Operations,11.0,11.6,2.5,5.1,8.0,5.4,6.2
Diluted_EPS,0.951,0.625,0.398,0.505,0.652,0.642,0.22
Goodwill_Intangibles,7.9,8.2,9.9,9.4,1.8,1.7,1.7
LT_Debt,11.6,9.8,3.2,0.8,0.0,0.0,0.0
Net_Income,15.0,9.9,6.3,7.9,8.0,7.5,3.5
Revenue,151.1,138.7,127.3,104.9,91.3,83.2,69.5
Shares_Diluted,15.7969,15.7821,15.7593,15.7356,12.3351,11.6667,15.6667
Total_Assets,134.3,122.6,116.7,94.3,75.7,57.2,50.6
Total_Liabilities,55.2,58.0,58.9,44.9,32.5,40.0,38.0
