AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash_from_Operations,-0.8,-1.2,-1.3,-0.3,-0.5,-0.1,-0.1,-0.7
Diluted_EPS,-0.027,-0.24,-0.174,-0.057,-0.063,-0.017,-0.007,-0.015
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.6,0.7,0.7,0.8,0.9,0.9,0.8,0.9
Net_Income,-3.6,-12.3,-3.9,-1.7,-2.0,-0.5,-0.2,-0.5
Revenue,1.1,0.9,0.7,0.8,0.7,0.9,0.9,0.8
Shares_Diluted,133.5963,50.9924,22.3006,30.7539,30.7539,30.7539,30.7539,30.7539
Total_Assets,1.4,1.4,1.4,0.9,1.0,1.2,1.3,1.7
Total_Liabilities,3.6,2.1,2.7,3.1,3.0,2.0,1.6,1.8
