AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,91.1,9.2,15.0,1.0,1.8,0.7,0.8,1.4
Cash_from_Operations,-62.2,-40.1,-13.5,9.4,6.9,-8.1,-3.7,2.7
Diluted_EPS,0.601,0.578,0.296,0.329,0.122,-0.007,0.014,0.068
Goodwill_Intangibles,1.3,0.5,0.6,0.3,0.3,0.1,0.0,0.0
LT_Debt,18.7,23.0,18.0,0.0,0.0,0.0,0.0,0.0
Net_Income,39.3,37.8,18.8,18.9,6.6,-0.3,0.6,3.1
Revenue,388.8,259.8,156.6,107.5,74.6,36.5,27.4,31.2
Shares_Diluted,65.3418,65.3574,63.551,57.4071,53.7369,46.208,45.337,45.337
Total_Assets,1235.5,1052.2,341.3,217.7,103.0,67.9,44.5,32.2
Total_Liabilities,560.6,376.0,200.1,120.4,50.7,28.0,28.9,31.5
