AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
Capital_Expenditures,,0.0,0.0,,0.0,0.1,0.6,0.3,0.1
Cash_from_Operations,-17.6,-10.2,-10.3,-11.6,-23.6,-27.7,-32.1,-20.7,-6.5
Diluted_EPS,-14.878,-7.717,-12.435,-53.052,-760.477,,,-51.917,-11.167
Goodwill_Intangibles,0.0,8.9,8.9,8.9,,,,,
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-31.6,-12.8,-7.7,-6.9,-21.9,-34.4,-39.5,-29.1,-8.0
Revenue,,1.8,5.2,3.5,0.8,1.3,1.0,0.0,
Shares_Diluted,2.1245,1.6546,0.6231,0.1307,0.0288,0.0276,0.026,0.5613,0.7173
Total_Assets,14.7,40.8,24.9,13.9,10.4,35.0,63.2,95.1,35.6
Total_Liabilities,4.3,2.1,2.8,3.3,1.1,5.9,3.9,2.9,1.1
