AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,0.0,0.0,0.2,0.0,0.0,0.1,0.1,0.2
Cash_from_Operations,-8.0,-11.3,-10.3,-8.7,-7.9,-7.2,-6.4,-4.9
Diluted_EPS,-0.082,-0.165,-0.173,-0.148,-0.115,-0.102,-0.087,-0.122
Goodwill_Intangibles,3.5,3.5,3.5,3.5,3.5,3.5,3.6,3.6
LT_Debt,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-10.9,-17.3,-16.5,-13.7,-10.9,-9.6,-8.0,-9.9
Revenue,4.8,3.5,4.4,4.3,3.8,4.8,4.2,5.3
Shares_Diluted,133.3463,104.372,95.2106,92.8167,94.4268,93.7861,91.796,81.232
Total_Assets,14.8,8.4,11.0,11.6,5.7,7.6,5.4,7.5
Total_Liabilities,33.1,8.3,5.9,10.5,6.9,3.9,6.4,4.2
