AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,0.0,0.0,0.0,0.0,0.2,3.5,0.6,0.4,0.4,0.1
Cash_from_Operations,-51.5,-50.2,-21.4,-23.7,-25.4,-71.3,-91.6,-40.1,-39.8,-24.2
Diluted_EPS,-7.589,-7.898,-5.753,-6.782,-10.462,-30.228,-49.14,-1.154,-2.017,-0.916
Goodwill_Intangibles,,,,,0.0,0.0,0.0,0.0,,
LT_Debt,13.4,0.0,0.0,0.0,4.8,15.8,13.3,18.2,1.7,0.0
Net_Income,-53.7,-51.6,-29.4,-24.9,-30.8,-71.9,-103.0,-50.5,-49.7,-23.6
Revenue,,0.6,3.1,0.0,5.7,0.0,3.8,6.3,0.0,0.1
Shares_Diluted,7.0724,6.5317,5.105,3.6671,2.9423,2.3775,2.0959,43.7943,24.6556,25.7344
Total_Assets,48.7,80.1,127.7,47.0,66.8,72.7,114.7,175.4,108.2,42.4
Total_Liabilities,33.1,15.5,23.7,16.9,25.3,38.1,36.1,32.2,9.0,3.4
