AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,3.4,4.3,5.4,4.8,5.6,4.5,5.4,6.7
Cash_from_Operations,62.8,72.1,69.8,64.8,78.4,50.8,51.3,40.9
Diluted_EPS,1.011,0.746,0.866,0.772,0.839,0.634,0.593,0.488
Goodwill_Intangibles,26.7,28.4,13.6,5.2,3.6,2.3,4.8,1.9
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,67.9,49.9,57.6,51.1,55.3,41.6,38.7,31.7
Revenue,460.5,354.2,344.9,336.5,317.9,292.4,272.1,249.3
Shares_Diluted,67.117,66.884,66.56,66.266,65.9665,65.6397,65.2778,64.9544
Total_Assets,464.3,362.4,310.5,295.7,240.9,241.2,173.1,180.0
Total_Liabilities,171.2,116.4,98.8,127.5,107.0,125.4,68.9,88.0
