AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,398.9,31.8,69.2,283.1,462.4,691.9,174.8,299.4,226.0,992.7
Cash_from_Operations,187.1,40.8,-77.7,246.6,254.2,212.8,229.4,193.0,181.6,180.6
Diluted_EPS,0.487,-1.261,-1.44,0.486,1.749,0.918,0.79,0.79,0.968,-0.454
Goodwill_Intangibles,5.1,5.4,6.5,29.0,61.5,68.0,76.9,118.6,64.5,56.5
LT_Debt,1429.1,1494.2,1374.5,1293.1,1155.1,1322.6,1077.1,1094.5,1295.0,1280.2
Net_Income,55.7,-143.5,-163.5,54.9,193.0,98.3,85.4,88.6,109.8,-51.5
Revenue,997.6,616.2,369.8,1149.1,1058.2,945.3,950.2,976.1,926.7,651.9
Shares_Diluted,114.4182,113.8019,113.489,112.9186,110.3777,107.0192,108.143,112.1382,113.398,113.398
Total_Assets,3080.1,3087.3,3079.6,3263.0,3170.1,3115.3,2860.3,3005.9,2955.8,3756.7
Total_Liabilities,1638.9,1656.3,1525.5,1524.0,1346.2,1500.4,1230.7,1278.5,1438.5,1940.0
