AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,16.1,15.1,27.2,33.9,21.7,13.7,13.5,13.0,7.6,9.9
Cash_from_Operations,116.8,-11.5,90.5,-138.5,195.1,139.7,137.7,253.6,154.1,144.5
Diluted_EPS,2.331,10.291,3.495,2.451,1.264,0.038,1.058,1.29,0.431,0.214
Goodwill_Intangibles,20.3,20.3,240.5,339.7,346.3,352.9,357.6,128.0,127.5,119.0
LT_Debt,273.5,394.9,394.3,568.8,393.3,426.3,392.3,90.0,4309.9,5431.0
Net_Income,100.6,828.3,286.6,223.8,136.0,4.2,126.4,155.5,51.7,25.7
Revenue,417.2,523.8,499.5,594.6,928.2,887.4,663.5,699.3,1056.3,928.6
Shares_Diluted,43.1563,80.4859,82.0,91.3,107.6232,111.4,119.5,120.5,120.0,120.0
Total_Assets,518.7,714.8,1379.2,1419.7,1553.7,1491.7,1294.3,1014.1,7772.9,8551.8
Total_Liabilities,540.3,732.0,1076.8,1355.3,1450.4,1416.3,1130.3,848.2,7736.4,8998.6
