AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,0.1,0.2,0.6,1.6,1.3,1.7,2.2
Cash_from_Operations,-51.0,-45.1,-78.3,-72.4,-56.6,-38.4,-16.4
Diluted_EPS,-6.312,-10.88,-18.45,-18.837,-27.025,-10.657,-7.256
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,10.9,18.4,24.5,0.0,0.0,0.1,0.0
Net_Income,-59.9,-60.7,-93.8,-82.2,-76.4,-44.7,-30.4
Revenue,0.2,4.8,,0.0,0.0,1.4,0.0
Shares_Diluted,9.4944,5.5816,5.0865,4.3625,2.827,4.1904,4.1904
Total_Assets,124.3,124.7,156.3,151.2,181.4,102.0,96.6
Total_Liabilities,57.5,65.1,73.4,30.5,20.7,11.2,7.1
