AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,0.0,0.1,0.4,0.1,0.3,0.5,0.0,0.0
Cash_from_Operations,-28.7,-29.6,-26.8,-29.6,-15.2,-10.8,-11.5,-5.2
Diluted_EPS,-0.761,-0.967,-1.005,-0.819,-0.534,-0.901,-0.243,-0.199
Goodwill_Intangibles,2.9,3.0,5.9,4.9,3.9,2.4,1.7,1.1
LT_Debt,0.5,0.2,0.5,0.7,0.0,0.0,0.0,0.0
Net_Income,-39.7,-50.3,-38.1,-26.6,-17.2,-28.6,-7.5,-6.2
Revenue,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,52.235,52.041,37.882,32.4424,32.186,31.8111,30.8816,30.8816
Total_Assets,72.3,96.1,133.8,87.2,108.2,119.6,33.8,36.6
Total_Liabilities,24.5,14.8,10.6,8.4,6.9,3.6,2.4,2.0
