AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,3.8,2.3,2.8,2.3,3.5,1.6,3.3,7.0,6.8,2.2
Cash_from_Operations,78.1,112.0,-36.5,-0.8,25.2,19.3,20.1,10.6,20.5,18.6
Diluted_EPS,5.273,6.003,5.114,3.039,2.865,1.885,2.066,2.559,2.54,1.865
Goodwill_Intangibles,34.6,29.7,27.3,28.0,27.0,24.7,20.5,25.4,24.0,7.9
LT_Debt,10.3,10.3,10.3,10.3,10.3,10.3,18.6,18.6,18.6,18.6
Net_Income,30.7,37.5,32.9,20.7,20.0,13.2,14.4,17.8,17.4,12.3
Revenue,100.3,84.6,76.7,70.1,64.2,60.1,58.9,59.8,54.3,46.1
Shares_Diluted,5.8294,6.2493,6.4314,6.8082,6.9816,6.9779,6.9749,6.9485,6.8523,6.61
Total_Assets,2674.3,2724.7,2121.8,1644.0,1503.0,1518.6,1526.5,1499.5,1449.3,1215.0
Total_Liabilities,2455.7,2486.9,1900.2,1436.9,1297.0,1325.8,1339.9,1322.5,1285.0,1070.9
