AAII_YR_DATA,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012
Capital_Expenditures,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash_from_Operations,-0.1,-0.3,0.0,-0.1,-0.3,-0.2,-0.1
Diluted_EPS,-17.837,-133.345,,,,,
Goodwill_Intangibles,,,,0.0,0.1,0.1,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-0.7,-0.8,-5.5,-1.4,-6.5,-5.4,-0.8
Revenue,,0.0,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,0.0394,0.0062,,,,,
Total_Assets,0.0,0.1,0.0,0.0,0.2,0.2,0.0
Total_Liabilities,1.4,1.3,1.8,1.4,1.8,1.5,0.6
