CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,,12/31/2024,,1.16,1/1/2024,1.18,11/11/2023,1.18,9/27/2023,1.07,8/8/2023,1.07,7/22/2023,1.07,6/12/2023,1.03,5/2/2023,,4/9/2023,0.8,3/1/2023,0.78,1/16/2023,0.76,12/8/2022,0.76,11/2/2022,0.77,10/12/2022,0.77,9/10/2022,,,0.63,7/11/2022,0.63,6/10/2022,0.63,5/8/2022,0.66,4/10/2022,0.65,3/7/2022,0.57,2/19/2022,0.53,1/17/2022,0.53,12/9/2021,0.53,11/3/2021,0.38,10/10/2021,0.38,9/9/2021,0.41,8/3/2021,0.39,7/9/2021,0.38,6/2/2021,0.38,5/5/2021,0.38,4/5/2021,0.36,3/3/2021,0.36,2/12/2021,0.43,1/5/2021,0.43,12/3/2020,0.486885246,11/3/2020,0.486885246,10/7/2020,0.486885246,9/2/2020,0.486885246,9/1/2020
,,9/30/2024,,1.43,,1.41,,1.37,,1.23,,1.23,,1.23,,1.2,,,,1.14,,1.11,,1.09,,1.09,,0.88,,0.88,,,,0.86,,0.86,,0.85,,0.92,,0.9,,0.81,,0.76,,0.76,,0.76,,0.6,,0.6,,0.61,,0.59,,0.59,,0.59,,0.66,,0.66,,0.66,,0.63,,0.63,,0.581557377,,0.581557377,,0.581557377,,0.581557377,
,,6/30/2024,,1.31,,1.29,,1.26,,1.09,,1.09,,1.09,,1.06,,,,0.92,,0.9,,0.89,,0.89,,0.93,,0.93,,,,0.74,,0.72,,0.79,,0.82,,0.73,,0.58,,0.58,,0.58,,0.52,,0.53,,0.53,,0.63,,0.64,,0.64,,0.55,,0.55,,0.432786885,,0.432786885,,0.432786885,,0.432786885,,,,,,,,,
,,3/30/2024,,0.83,,0.8,,0.88,,0.81,,0.81,,0.81,,0.75,,,,0.59,,0.58,,0.57,,0.57,,0.66,,0.66,,,,0.5,,0.53,,0.47,,0.47,,0.47,,0.23,,0.22,,0.22,,0.19,,0.19,,0.162295082,,0.162295082,,0.162295082,,0.162295082,,,,,,,,,,,,,,,,,,,,,
,,12/31/2023,,1.01,4/9/2023,1.01,4/9/2023,0.93,4/9/2023,0.86,4/9/2023,0.86,4/9/2023,0.86,4/9/2023,0.86,4/9/2023,0.86,4/9/2023,0.8,3/1/2023,0.78,1/16/2023,0.76,12/8/2022,0.76,11/2/2022,0.77,10/12/2022,0.77,9/10/2022,,,0.63,7/11/2022,0.63,6/10/2022,0.63,5/8/2022,0.66,4/10/2022,0.65,3/7/2022,0.57,2/19/2022,0.53,1/17/2022,0.53,12/9/2021,0.53,11/3/2021,0.38,10/10/2021,0.38,9/9/2021,0.41,8/3/2021,0.39,7/9/2021,0.38,6/2/2021,0.38,5/5/2021,0.38,4/5/2021,0.36,3/3/2021,0.36,2/12/2021,0.43,1/5/2021,0.43,12/3/2020,0.486885246,11/3/2020,0.486885246,10/7/2020,0.486885246,9/2/2020,0.486885246,9/1/2020
,11/6/2023,9/30/2023,1.26,1.26,,1.25,,1.09,,1.09,,1.09,,1.09,,1.09,,1.14,,1.11,,1.09,,1.09,,0.88,,0.88,,,,0.86,,0.86,,0.85,,0.92,,0.9,,0.81,,0.76,,0.76,,0.76,,0.6,,0.6,,0.61,,0.59,,0.59,,0.59,,0.66,,0.66,,0.66,,0.63,,0.63,,0.581557377,,0.581557377,,0.581557377,,0.581557377,,,
,8/8/2023,6/30/2023,1.27,1.27,,0.93,,0.93,,0.92,,0.92,,0.92,,0.9,,0.89,,0.89,,0.93,,0.93,,,,0.74,,0.72,,0.79,,0.82,,0.73,,0.58,,0.58,,0.58,,0.52,,0.53,,0.53,,0.63,,0.64,,0.64,,0.55,,0.55,,0.432786885,,0.432786885,,0.432786885,,0.432786885,,,,,,,,,,,,,,,
,5/1/2023,3/30/2023,0.64,0.64,,0.56,,0.59,,0.58,,0.57,,0.57,,0.66,,0.66,,,,0.5,,0.53,,0.47,,0.47,,0.47,,0.23,,0.22,,0.22,,0.19,,0.19,,0.162295082,,0.162295082,,0.162295082,,0.162295082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/27/2023,12/31/2022,1.03,1.03,,0.68,,0.68,,0.66,,0.67,,0.64,,0.64,,0.63,7/11/2022,0.63,6/10/2022,0.63,5/8/2022,0.66,4/10/2022,0.65,3/7/2022,0.57,2/19/2022,0.53,1/17/2022,0.53,12/9/2021,0.53,11/3/2021,0.38,10/10/2021,0.38,9/9/2021,0.41,8/3/2021,0.39,7/9/2021,0.38,6/2/2021,0.38,5/5/2021,0.38,4/5/2021,0.36,3/3/2021,0.36,2/12/2021,0.43,1/5/2021,0.43,12/3/2020,0.486885246,11/3/2020,0.486885246,10/7/2020,0.486885246,9/2/2020,0.486885246,9/1/2020,,,,,,,,,,,,,,,,
,11/2/2022,9/30/2022,0.97,0.97,,0.87,,0.89,,0.89,,0.86,,0.86,,0.85,,0.92,,0.9,,0.81,,0.76,,0.76,,0.76,,0.6,,0.6,,0.61,,0.59,,0.59,,0.59,,0.66,,0.66,,0.66,,0.63,,0.63,,0.581557377,,0.581557377,,0.581557377,,0.581557377,,,,,,,,,,,,,,,,,,,,,,,
,8/1/2022,6/30/2022,0.86,0.86,,0.74,,0.74,,0.72,,0.79,,0.82,,0.73,,0.58,,0.58,,0.58,,0.52,,0.53,,0.53,,0.63,,0.64,,0.64,,0.55,,0.55,,0.432786885,,0.432786885,,0.432786885,,0.432786885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/2/2022,3/30/2022,0.64,0.65,,0.42,,0.5,,0.53,,0.47,,0.47,,0.47,,0.23,,0.22,,0.22,,0.19,,0.19,,0.162295082,,0.162295082,,0.162295082,,0.162295082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
