CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2.1,Q_EPS_Projections_Date_2.1,Unnamed: 9,Unnamed: 10,Unnamed: 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adjusted,,12/31/2025,,1.39,5/11/2024,1.25,4/12/2024,1.42,3/2/2024,1.47,2/1/2024,1.56,12/30/2023,1.44,11/4/2023,1.46,9/25/2023,3.12,8/6/2023,2.54,6/19/2023,2.54,5/7/2023,,4/10/2023,2.51,3/2/2023,2.52,1/22/2023,2.21,12/15/2022,2.34,11/4/2022,2,9/17/2022,1.57,8/14/2022,1.85,7/21/2022,2.09,6/20/2022,2.09,5/12/2022,2.09,4/1/2022,,2/27/2022,2.15,1/20/2022,2.22,12/14/2021,2.31,11/6/2021,2.38,10/18/2021,2.37,9/15/2021,2.47,8/8/2021,2.52,7/9/2021,2.76,6/5/2021,2.73,5/7/2021,2.73,4/3/2021,2.19,2/28/2021,1.99,1/10/2021,1.98,12/9/2020,2.04,11/8/2020,2.07,10/3/2020,2.07,3/19/2020
,,9/30/2025,,1.21,,1.12,,1.08,,1.09,,1.03,,1.02,,1.02,,2.04,,2.19,,2.19,,,,1.87,,1.93,,1.83,,1.77,,1.92,,1.61,,2.44,,2.18,,2.12,,2.12,,,,1.74,,1.76,,1.63,,1.6,,1.6,,1.65,,1.69,,1.71,,1.61,,1.61,,1.69,,1.8,,1.79,,1.73,,1.75,,1.75,
,,6/30/2025,,1.07,,1.02,,0.96,,0.95,,0.88,,0.94,,0.93,,1.69,,1.98,,1.97,,,,1.82,,1.86,,2.09,,2.04,,1.93,,1.87,,1.86,,1.76,,1.77,,1.77,,,,1.77,,1.72,,1.74,,1.7,,1.73,,1.71,,1.78,,1.63,,1.7,,1.7,,1.65,,1.63,,1.63,,1.63,,1.54,,1.54,
,,3/30/2025,,1.49,,1.44,,1.41,,1.41,,1.36,,1.32,,1.33,,2.61,,2.66,,2.87,,,,2.74,,2.63,,2.94,,2.72,,2.86,,2.92,,2.86,,2.95,,2.97,,2.97,,,,2.58,,2.52,,2.53,,2.55,,2.58,,2.46,,2.44,,2.61,,2.56,,2.56,,2.56,,2.62,,2.62,,2.56,,2.44,,2.44,
,,12/31/2024,,1.33,4/12/2024,1.25,4/12/2024,1.42,3/2/2024,1.47,2/1/2024,1.56,12/30/2023,1.44,11/4/2023,1.46,9/25/2023,3.12,8/6/2023,2.54,6/19/2023,2.54,5/7/2023,,4/10/2023,2.51,3/2/2023,2.52,1/22/2023,2.21,12/15/2022,2.34,11/4/2022,2,9/17/2022,1.57,8/14/2022,1.85,7/21/2022,2.09,6/20/2022,2.09,5/12/2022,2.09,4/1/2022,,2/27/2022,2.15,1/20/2022,2.22,12/14/2021,2.31,11/6/2021,2.38,10/18/2021,2.37,9/15/2021,2.47,8/8/2021,2.52,7/9/2021,2.76,6/5/2021,2.73,5/7/2021,2.73,4/3/2021,2.19,2/28/2021,1.99,1/10/2021,1.98,12/9/2020,2.04,11/8/2020,2.07,10/3/2020,2.07,3/19/2020
,,9/30/2024,,1.14,,1.12,,1.08,,1.09,,1.03,,1.02,,1.02,,2.04,,2.19,,2.19,,,,1.87,,1.93,,1.83,,1.77,,1.92,,1.61,,2.44,,2.18,,2.12,,2.12,,,,1.74,,1.76,,1.63,,1.6,,1.6,,1.65,,1.69,,1.71,,1.61,,1.61,,1.69,,1.8,,1.79,,1.73,,1.75,,1.75,
,,6/30/2024,,1.02,,1.02,,0.96,,0.95,,0.88,,0.94,,0.93,,1.69,,1.98,,1.97,,,,1.82,,1.86,,2.09,,2.04,,1.93,,1.87,,1.86,,1.76,,1.77,,1.77,,,,1.77,,1.72,,1.74,,1.7,,1.73,,1.71,,1.78,,1.63,,1.7,,1.7,,1.65,,1.63,,1.63,,1.63,,1.54,,1.54,
,5/7/2024,3/30/2024,1.26,1.34,,1.44,,1.41,,1.41,,1.36,,1.32,,1.33,,2.61,,2.66,,2.87,,,,2.74,,2.63,,2.94,,2.72,,2.86,,2.92,,2.86,,2.95,,2.97,,2.97,,,,2.58,,2.52,,2.53,,2.55,,2.58,,2.46,,2.44,,2.61,,2.56,,2.56,,2.56,,2.62,,2.62,,2.56,,2.44,,2.44,
,2/27/2024,12/31/2023,1.16,1.13,4/10/2023,1.12,4/10/2023,1.08,4/10/2023,1.09,4/10/2023,1.12,4/10/2023,2.24,4/10/2023,2.3,4/10/2023,2.28,4/10/2023,2.21,4/10/2023,2.51,3/2/2023,2.52,1/22/2023,2.21,12/15/2022,2.34,11/4/2022,2,9/17/2022,1.57,8/14/2022,1.85,7/21/2022,2.09,6/20/2022,2.09,5/12/2022,2.09,4/1/2022,,2/27/2022,2.15,1/20/2022,2.22,12/14/2021,2.31,11/6/2021,2.38,10/18/2021,2.37,9/15/2021,2.47,8/8/2021,2.52,7/9/2021,2.76,6/5/2021,2.73,5/7/2021,2.73,4/3/2021,2.19,2/28/2021,1.99,1/10/2021,1.98,12/9/2020,2.04,11/8/2020,2.07,10/3/2020,2.07,3/19/2020,,,,
,11/3/2023,9/30/2023,1.14,1.08,,0.99,,1.97,,2,,2.03,,1.91,,1.87,,1.93,,1.83,,1.77,,1.92,,1.61,,2.44,,2.18,,2.12,,2.12,,,,1.74,,1.76,,1.63,,1.6,,1.6,,1.65,,1.69,,1.71,,1.61,,1.61,,1.69,,1.8,,1.79,,1.73,,1.75,,1.75,,,,,,,,,,,
,8/3/2023,6/30/2023,1.91,1.88,,1.86,,1.86,,1.87,,1.82,,1.86,,2.09,,2.04,,1.93,,1.87,,1.86,,1.76,,1.77,,1.77,,,,1.77,,1.72,,1.74,,1.7,,1.73,,1.71,,1.78,,1.63,,1.7,,1.7,,1.65,,1.63,,1.63,,1.63,,1.54,,1.54,,,,,,,,,,,,,,,
,5/4/2023,3/30/2023,3.07,2.92,,2.96,,2.74,,2.63,,2.94,,2.72,,2.86,,2.92,,2.86,,2.95,,2.97,,2.97,,,,2.58,,2.52,,2.53,,2.55,,2.58,,2.46,,2.44,,2.61,,2.56,,2.56,,2.56,,2.62,,2.62,,2.56,,2.44,,2.44,,,,,,,,,,,,,,,,,,,
,2/28/2023,12/31/2022,1.39,2.35,,2.02,,1.99,,2.02,,1.99,,1.72,,1.88,,2.06,,1.08,,2.15,,2.19,,2.15,1/20/2022,2.22,12/14/2021,2.31,11/6/2021,2.38,10/18/2021,2.37,9/15/2021,2.47,8/8/2021,2.52,7/9/2021,2.76,6/5/2021,2.73,5/7/2021,2.73,4/3/2021,2.19,2/28/2021,1.99,1/10/2021,1.98,12/9/2020,2.04,11/8/2020,2.07,10/3/2020,2.07,3/19/2020,,,,,,,,,,,,,,,,,,,,,,
,11/3/2022,9/30/2022,1.53,1.97,,1.81,,2.08,,1.88,,1.88,,1.87,,1.68,,1.72,,1.74,,1.76,,1.63,,1.6,,1.6,,1.65,,1.69,,1.71,,1.61,,1.61,,1.69,,1.8,,1.79,,1.73,,1.75,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/4/2022,6/30/2022,1.77,1.98,,1.76,,1.65,,1.66,,1.73,,1.74,,1.77,,1.72,,1.74,,1.7,,1.73,,1.71,,1.78,,1.63,,1.7,,1.7,,1.65,,1.63,,1.63,,1.63,,1.54,,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/5/2022,3/31/2022,1.93,2.91,,2.81,,2.77,,2.58,,2.52,,2.53,,2.55,,2.58,,2.46,,2.44,,2.61,,2.56,,2.56,,2.56,,2.62,,2.62,,2.56,,2.44,,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/25/2022,12/31/2021,1.9,2.16,,2,,1.99,,1.95,,1.99,,1.99,,2.03,,2.12,,1.99,,2.03,4/3/2021,2.32,4/3/2021,2.19,2/28/2021,1.99,1/10/2021,1.98,12/9/2020,2.04,11/8/2020,2.07,10/3/2020,2.07,3/19/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/5/2021,9/30/2021,-2.03,1.7,,1.66,,1.62,,1.62,,1.62,,1.63,,1.65,,1.65,,1.69,,1.8,,1.79,,1.73,,1.75,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/5/2021,6/30/2021,1.37,1.63,,1.61,,1.63,,1.65,,1.6,,1.65,,1.63,,1.63,,1.63,,1.54,,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/5/2021,3/31/2021,2.87,2.95,,2.53,,2.56,,2.62,,2.62,,2.56,,2.44,,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/25/2021,12/31/2020,1.43,1.9,,1.77,,1.77,,1.4,,1.51,3/19/2020,2.13,3/8/2020,2.13,,2.05,,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/5/2020,9/30/2020,1.21,1.31,,1.48,,2,,2,,1.82,,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/5/2020,6/30/2020,7.61,1.65,,1.38,,1.38,,1.37,,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/4/2020,3/31/2020,2.53,3.08,,1.89,,1.89,,1.86,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/27/2020,12/31/2019,1.55,1.55,,1.51,,1.59,,1.49,,1.7,,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/1/2019,9/30/2019,2.84,1.5,,1.47,,1.43,,1.47,,1.4,,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/2/2019,6/28/2019,1.26,1.1,,1.16,,1.33,,1.3,,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/7/2019,3/29/2019,1.590748409,1.92,,1.68,,1.7,,1.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/26/2019,12/31/2018,3.036140189,1.56,,1.46,,1.47,,1.58,,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
